id,kencode,kenname,cityname,name,address,tel,cond_morning,cond_kidsmenu,cond_parking,url,notice,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
2281,23,愛知県,西尾市,やよい軒 西尾今川町店,愛知県西尾市今川町落３２番,080-7554-6805,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2281/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1917,24,三重県,桑名市,やよい軒 桑名江場店,三重県桑名市大字江場１３９４－５,0594-25-8060,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1917/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
2011,24,三重県,四日市市,やよい軒 四日市追分店,三重県四日市市追分１－１－２１,059-349-6080,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2011/,※ラストオーダーは閉店時間の30分前です。,1000,100,1000,100,1000,100,1000,100,1000,100,1000,100,1000,100
2269,24,三重県,鈴鹿市,やよい軒 鈴鹿中央店,三重県鈴鹿市神戸４丁目１４番５号,080-4091-7868,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2269/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2272,24,三重県,鈴鹿市,やよい軒 鈴鹿南江島町店,三重県鈴鹿市南江島町２５番１５号,080-7555-1265,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2272/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1459,25,滋賀県,野洲市,やよい軒 野洲店,滋賀県野洲市小篠原字妻戸８３７－１,077-518-1038,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1459/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1477,25,滋賀県,湖南市,やよい軒 イオンタウン湖南店,滋賀県湖南市岩根４５８０,0748-71-2030,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1477/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1721,25,滋賀県,彦根市,やよい軒 彦根店,滋賀県彦根市西沼波町２５５番地１,0749-21-2033,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1721/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1793,25,滋賀県,東近江市,やよい軒 八日市店,滋賀県東近江市東沖野３丁目１－３,0748-22-5469,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1793/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
02295,26,京都府,京都市南区,やよい軒 京都吉祥院店,京都府京都市南区吉祥院中河原里西町15,080-7480-5040,1,1,1,https://store.yayoiken.com/b/yayoiken/info/02295/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1239,26,京都府,京都市下京区,やよい軒 五条烏丸店,京都府京都市下京区五条烏丸東入松屋町４１６,075-353-1805,1,,,https://store.yayoiken.com/b/yayoiken/info/1239/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1253,26,京都府,久世郡久御山町,やよい軒 久御山店,京都府久世郡久御山町下津屋北野町２３ー１ー２,0774-41-2890,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1253/,【ラストオーダー】<br />※ラストオーダーは閉店時間の30分前です。,500,400,500,400,500,400,500,400,500,400,500,400,500,400
1796,26,京都府,京都市中京区,やよい軒 京都二条店,京都府京都市中京区西ノ京東栂尾町３ ＪＲ二条駅ＮＫビル１階,075-803-2902,1,,,https://store.yayoiken.com/b/yayoiken/info/1796/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1882,26,京都府,京都市上京区,やよい軒 烏丸今出川店,京都府京都市上京区今出川町３１３,075-417-0188,1,,,https://store.yayoiken.com/b/yayoiken/info/1882/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
1884,26,京都府,京都市西京区,やよい軒 京都沓掛店,京都府京都市西京区大枝沓掛町１３－２０８,075-335-1601,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1884/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2050,26,京都府,京都市下京区,やよい軒 四条烏丸店,京都府京都市下京区四条通西洞院東入新釜座町７１６－１－２ 四条平野ビル,075-254-1258,1,,,https://store.yayoiken.com/b/yayoiken/info/2050/,※店舗メンテナンス等で閉店する場合、閉店時間の30分前がラストオーダーです。,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
2095,26,京都府,京都市中京区,やよい軒 河原町三条店,京都府京都市中京区河原町三条上る恵比須町４３４ー３,075-213-7675,1,,,https://store.yayoiken.com/b/yayoiken/info/2095/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
2145,26,京都府,京都市中京区,やよい軒 烏丸御池店,京都府京都市中京区東洞院通御池下る笹屋町４３６番４ 永和御池ビル１Ｆ,075-253-1310,1,,,https://store.yayoiken.com/b/yayoiken/info/2145/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2153,26,京都府,京都市南区,やよい軒 京都駅八条口店,京都府京都市南区西九条北ノ内町４５,075-693-2415,1,,,https://store.yayoiken.com/b/yayoiken/info/2153/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2255,26,京都府,京都市右京区,やよい軒 西院店,京都府京都市右京区西院三蔵町１２番地,075-312-6826,1,1,,https://store.yayoiken.com/b/yayoiken/info/2255/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1075,27,大阪府,大阪市西区,やよい軒 九条店,大阪府大阪市西区九条１丁目１０－７,06-6585-3621,1,1,,https://store.yayoiken.com/b/yayoiken/info/1075/,※ラストオーダーは閉店時間の30分前です。,400,300,400,300,400,300,400,300,400,300,400,300,400,300
1083,27,大阪府,大阪市中央区,やよい軒 日本橋店,大阪府大阪市中央区日本橋１丁目５－１３,06-6214-7351,1,,,https://store.yayoiken.com/b/yayoiken/info/1083/,※店舗メンテナンス等で閉店する場合、閉店時間の30分前がラストオーダーです。,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
1097,27,大阪府,吹田市,やよい軒 江坂店,大阪府吹田市豊津町１４－４,06-6190-5371,1,1,,https://store.yayoiken.com/b/yayoiken/info/1097/,※店舗メンテナンス等で閉店する場合、閉店時間の30分前がラストオーダーです。,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
1154,27,大阪府,大阪市中央区,やよい軒 本町通り店,大阪府大阪市中央区本町３丁目１－６ 羽州本町ビル１Ｆ,06-6265-3052,1,,,https://store.yayoiken.com/b/yayoiken/info/1154/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1162,27,大阪府,大阪市北区,やよい軒 梅田東店,大阪府大阪市北区 堂山町 １７?１５ Axis Umeda.II.Bld.１ｆ,06-6130-9885,1,,,https://store.yayoiken.com/b/yayoiken/info/1162/,※ラストオーダーは閉店時間の30分前です。,400,300,400,300,400,300,400,300,400,300,400,300,400,300
1211,27,大阪府,茨木市,やよい軒 ＪＲ茨木店,大阪府茨木市西駅前町４－３５,072-631-6775,1,,,https://store.yayoiken.com/b/yayoiken/info/1211/,※ラストオーダーは閉店時間の15分前です。,700,2315,700,2315,700,2315,700,2315,700,2315,700,2315,700,2315
1233,27,大阪府,大阪市西区,やよい軒 阿波座店,大阪府大阪市西区西本町３丁目１－１７,06-4391-3975,1,,,https://store.yayoiken.com/b/yayoiken/info/1233/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1235,27,大阪府,大阪市中央区,やよい軒 内本町店,大阪府大阪市中央区内本町１－３－１０ 内本町ビューハイツ１Ｆ,06-4794-7661,1,,,https://store.yayoiken.com/b/yayoiken/info/1235/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1259,27,大阪府,大阪市福島区,やよい軒 野田阪神店,大阪府大阪市福島区海老江１丁目１－６,06-6442-8711,1,,,https://store.yayoiken.com/b/yayoiken/info/1259/,※ラストオーダーは閉店時間の30分前です。,500,400,500,400,500,400,500,400,500,400,500,400,500,400
1263,27,大阪府,茨木市,やよい軒 阪急茨木店,大阪府茨木市双葉町９－２１,072-652-3961,1,,,https://store.yayoiken.com/b/yayoiken/info/1263/,※ラストオーダーは閉店時間の30分前です。,500,400,500,400,500,400,500,400,500,400,500,400,500,400
1314,27,大阪府,和泉市,やよい軒 和泉中央店,大阪府和泉市いぶき野５丁目１－１４,0725-57-1048,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1314/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1337,27,大阪府,大阪市淀川区,やよい軒 西中島５丁目店,大阪府大阪市淀川区西中島５丁目９－８,06-4805-7005,1,,,https://store.yayoiken.com/b/yayoiken/info/1337/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1360,27,大阪府,大阪市中央区,やよい軒 堺筋本町店,大阪府大阪市中央区博労町１丁目９－１２,06-6260-7150,1,,,https://store.yayoiken.com/b/yayoiken/info/1360/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1394,27,大阪府,門真市,やよい軒 京阪大和田駅前店,大阪府門真市野里町６－１９,072-887-7004,1,1,,https://store.yayoiken.com/b/yayoiken/info/1394/,※ラストオーダーは閉店時間の30分前です。,700,2400,700,2400,700,2400,700,2400,700,2400,700,2400,700,2400
1428,27,大阪府,池田市,やよい軒 阪急池田店,大阪府池田市栄町１－１阪急池田ブランマルシェ１番館,072-752-0557,1,1,,https://store.yayoiken.com/b/yayoiken/info/1428/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1431,27,大阪府,大阪市都島区,やよい軒 京橋店,大阪府大阪市都島区東野田町４丁目６－９,06-4801-9966,1,,,https://store.yayoiken.com/b/yayoiken/info/1431/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1750,27,大阪府,岸和田市,やよい軒 岸和田三田町店,大阪府岸和田市三田町６２２,072-448-6288,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1750/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1758,27,大阪府,大阪市住吉区,やよい軒 長居店,大阪府大阪市住吉区長居東４丁目１番１２号,06-6696-6366,1,,,https://store.yayoiken.com/b/yayoiken/info/1758/,※ラストオーダーは閉店時間の30分前です。,400,300,400,300,400,300,400,300,400,300,400,300,400,300
1797,27,大阪府,高槻市,やよい軒 高槻店,大阪府高槻市北園町１８－１ コーケンビル１Ｆ,072-685-9850,1,,,https://store.yayoiken.com/b/yayoiken/info/1797/,※ラストオーダーは閉店時間の30分前です。,400,300,400,300,400,300,400,300,400,300,400,300,400,300
1815,27,大阪府,大阪市東成区,やよい軒 鶴橋店,大阪府大阪市東成区東小橋３丁目１２－１６,06-4259-5005,1,1,,https://store.yayoiken.com/b/yayoiken/info/1815/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1824,27,大阪府,堺市堺区,やよい軒 堺東店,大阪府堺市堺区中瓦町２丁２－６,072-226-0290,1,,,https://store.yayoiken.com/b/yayoiken/info/1824/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1930,27,大阪府,大阪市天王寺区,やよい軒 天王寺駅前店,大阪府大阪市天王寺区悲田院町９－１９,06-6776-9611,1,,,https://store.yayoiken.com/b/yayoiken/info/1930/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
2012,27,大阪府,守口市,やよい軒 京阪守口店,大阪府守口市寺内町２丁目１－１２ エル守口,06-6997-6671,1,1,,https://store.yayoiken.com/b/yayoiken/info/2012/,※ラストオーダーは閉店時間の30分前です。,500,400,500,400,500,400,500,400,500,400,500,400,500,400
2016,27,大阪府,大阪市北区,やよい軒 天六店,大阪府大阪市北区天神橋７丁目２－６,06-4801-8581,1,,,https://store.yayoiken.com/b/yayoiken/info/2016/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2029,27,大阪府,大阪市北区,やよい軒 東天満店,大阪府大阪市北区東天満１丁目２－１,080-4092-9664,1,,,https://store.yayoiken.com/b/yayoiken/info/2029/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2065,27,大阪府,高石市,やよい軒 高石店,大阪府高石市西取石５丁目２－２４,072-267-1310,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2065/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,100,1000,100,1000,100,1000,100,1000,100,700,100,700,100
2086,27,大阪府,大阪市西区,やよい軒 新町店,大阪府大阪市西区新町１丁目３４－１７,06-4391-4600,1,,,https://store.yayoiken.com/b/yayoiken/info/2086/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
2106,27,大阪府,大阪市浪速区,やよい軒 難波元町店,大阪府大阪市浪速区元町３丁目１－１ 鎌田ビル１Ｆ,06-6630-0211,1,,,https://store.yayoiken.com/b/yayoiken/info/2106/,※店舗メンテナンス等で閉店する場合、閉店時間の30分前がラストオーダーです,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
2110,27,大阪府,柏原市,やよい軒 外環柏原店,大阪府柏原市本郷５丁目９６９,072-970-1222,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2110/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2114,27,大阪府,大阪市城東区,やよい軒 蒲生４丁目店,大阪府大阪市城東区今福西３丁目６－３２,06-6786-2881,1,1,,https://store.yayoiken.com/b/yayoiken/info/2114/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2120,27,大阪府,東大阪市,やよい軒 小阪店,大阪府東大阪市小阪１－８－１５,06-6618-8151,1,,,https://store.yayoiken.com/b/yayoiken/info/2120/,※ラストオーダーは閉店時間の30分前です。,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
2126,27,大阪府,大阪市東淀川区,やよい軒 新大阪東口店,大阪府大阪市東淀川区東中島１丁目１９－４ ルーシッドスクエア新大阪１Ｆ,06-6990-7373,1,,,https://store.yayoiken.com/b/yayoiken/info/2126/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2137,27,大阪府,堺市中区,やよい軒 堺大野芝店,大阪府堺市中区大野芝町１７９,072-230-5006,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2137/,※ラストオーダーは閉店時間の30分前です。<br />※祝日は、土曜・日曜と同じ営業時間になります。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
2138,27,大阪府,大阪市浪速区,やよい軒 難波中２丁目店,大阪府大阪市浪速区難波中２丁目９－４,06-6630-8101,1,,,https://store.yayoiken.com/b/yayoiken/info/2138/,※ラストオーダーは閉店時間の15分前です。,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
2140,27,大阪府,枚方市,やよい軒 枚方店,大阪府枚方市新町１－２－１０ 枚方テイクスリー１Ｆ,072-861-0620,1,1,,https://store.yayoiken.com/b/yayoiken/info/2140/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
2141,27,大阪府,寝屋川市,やよい軒 寝屋川讃良西町店,大阪府寝屋川市讃良西町６番１８,072-812-1155,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2141/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2142,27,大阪府,大阪市西区,やよい軒 フォレオ大阪ドームシティ店,大阪府大阪市西区九条南１丁目１２－３３ フォレオ大阪ドームシティ１Ｆ,06-6585-3101,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2142/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2150,27,大阪府,大阪市中央区,やよい軒 ＪＲ森ノ宮店,大阪府大阪市中央区森ノ宮中央１丁目１－３０,06-4790-8040,1,,,https://store.yayoiken.com/b/yayoiken/info/2150/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2158,27,大阪府,大阪市北区,やよい軒 中津店,大阪府大阪市北区中津１－１８－１８ 若杉ビル,06-6292-6163,1,,,https://store.yayoiken.com/b/yayoiken/info/2158/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2163,27,大阪府,泉佐野市,やよい軒 いこらも～る泉佐野店,大阪府泉佐野市下瓦屋２丁目２－７７,072-458-6537,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2163/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
2164,27,大阪府,泉大津市,やよい軒 泉大津店,大阪府泉大津市東港町１５－１８,0725-20-0115,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2164/,※ラストオーダーは閉店時間の30分前です。,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400,0,2400
2169,27,大阪府,東大阪市,やよい軒 長田店,大阪府東大阪市長田中１丁目４－１２,06-6618-8820,1,,,https://store.yayoiken.com/b/yayoiken/info/2169/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2173,27,大阪府,寝屋川市,やよい軒 香里園店,大阪府寝屋川市香里南之町２０－２３,072-837-2212,1,1,,https://store.yayoiken.com/b/yayoiken/info/2173/,※ラストオーダーは閉店時間の30分前です。,500,300,500,300,500,300,500,300,500,300,500,300,500,300
1188,28,兵庫県,西宮市,やよい軒 今津店,兵庫県西宮市今津曙町１－１ 阪神今津駅１Ｆ,0798-38-6506,1,,,https://store.yayoiken.com/b/yayoiken/info/1188/,※ラストオーダーは閉店時間の30分前です。,500,400,500,400,500,400,500,400,500,400,500,400,500,400
1301,28,兵庫県,神戸市中央区,やよい軒 三宮店,兵庫県神戸市中央区加納町４丁目１－１ ＪＲ三ノ宮駅 プリコ三宮内,078-325-0841,1,,,https://store.yayoiken.com/b/yayoiken/info/1301/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
1707,28,兵庫県,姫路市,やよい軒 姫路花田店,兵庫県姫路市飾東町庄１２０番１３,079-251-0858,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1707/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1766,28,兵庫県,姫路市,やよい軒 姫路保城店,兵庫県姫路市保城６５４－２,079-226-5558,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1766/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1774,28,兵庫県,伊丹市,やよい軒 阪急伊丹店,兵庫県伊丹市中央１丁目４－２ くらすと伊丹２Ｆ,072-773-5355,1,1,,https://store.yayoiken.com/b/yayoiken/info/1774/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1913,28,兵庫県,西宮市,やよい軒 阪神西宮店,兵庫県西宮市田中町１－６,0798-38-6115,1,1,,https://store.yayoiken.com/b/yayoiken/info/1913/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2064,28,兵庫県,神戸市中央区,やよい軒 神戸元町店,兵庫県神戸市中央区元町通２丁目８－１４ オルタンシアビル１Ｆ,078-335-0685,1,,,https://store.yayoiken.com/b/yayoiken/info/2064/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2105,28,兵庫県,姫路市,やよい軒 姫路飾磨店,兵庫県姫路市飾磨区恵美酒２３７,079-243-2475,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2105/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,700,2300,700,2300
1373,29,奈良県,奈良市,やよい軒 奈良大安寺店,奈良県奈良市南京終町３丁目１５３０ー１,080-4092-8042,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1373/,※ラストオーダーは閉店時間の15分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1729,29,奈良県,生駒市,やよい軒 生駒店,奈良県生駒市小明町４２８－１,0743-74-5005,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1729/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
2152,29,奈良県,奈良市,やよい軒 奈良駅店,奈良県奈良市三条本町１－１,080-7555-0768,1,,,https://store.yayoiken.com/b/yayoiken/info/2152/,※ラストオーダーは閉店時間の30分前です。,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
2155,29,奈良県,天理市,やよい軒 天理店,奈良県天理市三昧田町１－１,0743-67-7755,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2155/,※ラストオーダーは閉店時間の30分前です。,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
1695,30,和歌山県,和歌山市,やよい軒 和歌山インター店,和歌山県和歌山市栗栖６８５－４,073-476-5668,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1695/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1735,30,和歌山県,和歌山市,やよい軒 和歌山大浦店,和歌山県和歌山市湊４５－１,073-435-5018,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1735/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1782,30,和歌山県,橋本市,やよい軒 紀伊橋本店,和歌山県橋本市高野口町伏原９８２－１,0736-44-2935,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1782/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
1160,33,岡山県,岡山市南区,やよい軒 岡山新保店,岡山県岡山市南区新保１１２４－１,086-223-6639,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1160/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1343,34,広島県,大竹市,やよい軒 ゆめタウン大竹店,広島県大竹市晴海１丁目６－１,0827-59-1858,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1343/,※ラストオーダーは閉店時間の30分前です。,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
1375,34,広島県,東広島市,やよい軒 東広島店,広島県東広島市西条土与丸１丁目５－７,080-4090‐0353,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1375/,※ラストオーダーは閉店時間の30分前です。,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
1464,34,広島県,広島市南区,やよい軒 稲荷町店,広島県広島市南区稲荷町１－１,082-568-1617,1,,,https://store.yayoiken.com/b/yayoiken/info/1464/,※ラストオーダーは閉店時間の30分前です。<br />,1000,2230,1000,2230,1000,2230,1000,2230,1000,2230,1000,2230,1000,2230
2054,34,広島県,広島市中区,やよい軒 三川町店,広島県広島市中区三川町８－２２,082-545-1237,1,,,https://store.yayoiken.com/b/yayoiken/info/2054/,※ラストオーダーは閉店時間の30分前です。,1000,500,1000,500,1000,500,1000,500,1000,500,1000,500,1000,500
2096,34,広島県,広島市安佐南区,やよい軒 長楽寺店,広島県広島市安佐南区長楽寺１－７,082-832-7515,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2096/,※ラストオーダーは閉店時間の30分前です。,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400
1482,35,山口県,周南市,やよい軒 周南城ヶ丘店,山口県周南市城ヶ丘１丁目１－３１,0834-39-1133,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1482/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
2013,35,山口県,山口市,やよい軒 山口大学前店,山口県山口市平井７２４－１,083-921-6117,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2013/,※ラストオーダーは閉店時間の30分前です。,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400,1000,2400
2045,35,山口県,下関市,やよい軒 下関長府店,山口県下関市長府才川２丁目３－１８,083-249-2727,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2045/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
2081,35,山口県,防府市,やよい軒 防府店,山口県防府市高倉１丁目１－１,0835-26-6226,1,1,1,https://store.yayoiken.com/b/yayoiken/info/2081/,※ラストオーダーは閉店時間の30分前です。,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
1460,37,香川県,高松市,やよい軒 高松東バイパス店,香川県高松市林町２５３５番２０,087-815-1336,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1460/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1883,37,香川県,高松市,やよい軒 高松春日町店,香川県高松市春日町１７０６－１,087-841-8101,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1883/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
1472,38,愛媛県,松山市,やよい軒 松山福音寺店,愛媛県松山市福音寺町４８２－１,089-913-1553,1,1,1,https://store.yayoiken.com/b/yayoiken/info/1472/,※ラストオーダーは閉店時間の30分前です。,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
