chain_key	chain_name	koryaku_slug	official_url	facility_key	facility_label	article_hint	value	note	source_url
uobei	魚べい	uobei-kodzure-koryaku	https://www.uobei.info/	allergenInfo	アレルゲン表示	記事に記述あり	yes	魚べい・元気寿司共通のカロリー・アレルゲン・原産地一覧PDF	https://www.genki-gdc.co.jp/sustainability/safety/
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	stepFree	入口の段差なし				
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	zashiki	座敷席	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	boxSeat	ボックス席	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	kidsChair	キッズチェア	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	kidsMenu	キッズメニュー	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	kidsCutlery	子供用カトラリー	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	diaperTable	おむつ替え台	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	nursingRoom	授乳室	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	toriwake	取り分けOK	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
washokusato	和食さと	washoku-sato-kodzure-koryaku	https://sato-res.com/sato/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目の一覧表	https://sato-res.com/sato/allergy/
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	stepFree	入口の段差なし	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	zashiki	座敷席	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	boxSeat	ボックス席	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	kidsChair	キッズチェア	記事に記述あり	partial	お取り扱いのない店舗あり	https://www.yakiniku-king.jp/family/
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	kidsMenu	キッズメニュー	記事に記述あり	no	「専用のキッズメニューはございません」と明記（食べ放題内にお子様カレー・お子様うどん等あり）	https://www.yakiniku-king.jp/menu_all/kids/
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	kidsCutlery	子供用カトラリー	記事に記述あり	partial	お子様用のお皿・スプーン・フォーク等。お取り扱いのない店舗あり	https://www.yakiniku-king.jp/family/
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	diaperTable	おむつ替え台	記事に記述あり	partial	お取り扱いのない店舗あり	https://www.yakiniku-king.jp/family/
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	nursingRoom	授乳室	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	toriwake	取り分けOK	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
yakinikuking	焼肉きんぐ	yakiniku-king-kodzure-koryaku	https://www.yakiniku-king.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目の一覧表（運営会社サイト）	https://www.monogatari.co.jp/allergy/brand/king.php
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	stepFree	入口の段差なし	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	zashiki	座敷席	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	boxSeat	ボックス席	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	kidsChair	キッズチェア	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	kidsMenu	キッズメニュー	記事に記述あり	yes	小学生以下対象（お子様うどん・そばセット等）	https://www.yamada-udon.co.jp/menu/kids
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	kidsCutlery	子供用カトラリー	記事に記述あり	yes	お子様専用の器・フォーク・スプーン等を用意（FAQ）	https://www.yamada-udon.co.jp/qaquestionnaire
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	diaperTable	おむつ替え台	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	nursingRoom	授乳室	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	toriwake	取り分けOK	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり			
yamadaudon	山田うどん食堂	yamada-udon-kodzure-koryaku	https://www.yamada-udon.co.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	アレルギー物質7品目の一覧表	https://www.yamada-udon.co.jp/allergy
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	stepFree	入口の段差なし		partial	スロープ・エレベーターの有無は店舗により異なる	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	zashiki	座敷席	記事に記述あり			
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	boxSeat	ボックス席		partial	基本的にはソファタイプの席（公式FAQ）	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	kidsChair	キッズチェア	記事に記述あり	yes	生後7ヵ月～3才向け。数に限りあり・事前に店舗へ問い合わせ推奨	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	kidsMenu	キッズメニュー	記事に記述あり			
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	kidsCutlery	子供用カトラリー	記事に記述あり	yes	お皿・スプーン・フォーク・麺切りハサミ等。数に限りあり	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	diaperTable	おむつ替え台	記事に記述あり	partial	多目的トイレに設置（一部店舗を除く）	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	nursingRoom	授乳室	記事に記述あり			
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	babyFoodBringIn	離乳食持ち込み	記事に記述あり	yes	離乳食の温め・ミルク用のお湯に対応と明記	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	toriwake	取り分けOK	記事に記述あり			
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	strollerToSeat	ベビーカーで席まで	記事に記述あり	partial	ベビーカーのまま利用できるテーブル席あり（席数に限り・事前問い合わせ推奨）	https://www.shabu-yuzuan.jp/children/
yuzuan	ゆず庵	yuzuan-kodzure-koryaku	https://www.shabu-yuzuan.jp/	allergenInfo	アレルゲン表示	記事に記述あり	yes	特定原材料8品目の一覧表（運営会社サイト）	https://www.monogatari.co.jp/allergy/brand/yuzu.php
